query-id	corpus-id	score
D0057957_project	D0057957	1
D0057957_partial	D0057957	1
D0057957_combo	D0057957	1
D0057957_addr	D0057957	1
D0028298_id	D0028298	1
D0028298_project	D0028298	1
D0028298_partial	D0028298	1
D0028298_combo	D0028298	1
D0032162_id	D0032162	1
D0032162_project	D0032162	1
D0032162_combo	D0032162	1
D0065102_id	D0065102	1
D0065102_project	D0065102	1
D0065102_partial	D0065102	1
D0065102_combo	D0065102	1
D0065102_addr	D0065102	1
D0037190_id	D0037190	1
D0037190_project	D0037190	1
D0037190_partial	D0037190	1
D0037190_combo	D0037190	1
D0037190_addr	D0037190	1
D0044850_id	D0044850	1
D0044850_project	D0044850	1
D0044850_partial	D0044850	1
D0044850_combo	D0044850	1
D0044850_addr	D0044850	1
D0028829_id	D0028829	1
D0028829_project	D0028829	1
D0028829_combo	D0028829	1
D0028829_addr	D0028829	1
D0050999_id	D0050999	1
D0050999_project	D0050999	1
D0050999_partial	D0050999	1
D0050999_combo	D0050999	1
D0050999_addr	D0050999	1
D0062139_id	D0062139	1
D0062139_project	D0062139	1
D0062139_partial	D0062139	1
D0062139_combo	D0062139	1
D0032061_id	D0032061	1
D0032061_project	D0032061	1
D0032061_partial	D0032061	1
D0032061_combo	D0032061	1
D0032061_addr	D0032061	1
D0043882_id	D0043882	1
D0043882_project	D0043882	1
D0043882_partial	D0043882	1
D0043882_combo	D0043882	1
D0043882_addr	D0043882	1
D0041452_id	D0041452	1
D0041452_project	D0041452	1
D0041452_partial	D0041452	1
D0041452_combo	D0041452	1
D0041452_addr	D0041452	1
D0055669_id	D0055669	1
D0055669_project	D0055669	1
D0055669_partial	D0055669	1
D0055669_combo	D0055669	1
D0055669_addr	D0055669	1
D0058384_id	D0058384	1
D0058384_project	D0058384	1
D0058384_partial	D0058384	1
D0058384_combo	D0058384	1
D0058384_addr	D0058384	1
D0023265_id	D0023265	1
D0023265_project	D0023265	1
D0023265_partial	D0023265	1
D0023265_combo	D0023265	1
D0033779_id	D0033779	1
D0033779_project	D0033779	1
D0033779_partial	D0033779	1
D0033779_combo	D0033779	1
D0034432_id	D0034432	1
D0034432_project	D0034432	1
D0034432_combo	D0034432	1
D0034432_addr	D0034432	1
D0051960_id	D0051960	1
D0051960_project	D0051960	1
D0051960_partial	D0051960	1
D0051960_combo	D0051960	1
D0051960_addr	D0051960	1
D0045481_id	D0045481	1
D0045481_project	D0045481	1
D0045481_partial	D0045481	1
D0045481_combo	D0045481	1
D0041258_id	D0041258	1
D0041258_project	D0041258	1
D0041258_partial	D0041258	1
D0041258_combo	D0041258	1
D0031904_id	D0031904	1
D0031904_project	D0031904	1
D0031904_combo	D0031904	1
D0048601_id	D0048601	1
D0048601_project	D0048601	1
D0048601_partial	D0048601	1
D0048601_combo	D0048601	1
D0048601_addr	D0048601	1
D0048540_id	D0048540	1
D0048540_project	D0048540	1
D0048540_partial	D0048540	1
D0048540_combo	D0048540	1
D0048540_addr	D0048540	1
D0002198_id	D0002198	1
D0002198_project	D0002198	1
D0002198_partial	D0002198	1
D0002198_combo	D0002198	1
D0002198_addr	D0002198	1
D0051333_id	D0051333	1
D0051333_project	D0051333	1
D0051333_partial	D0051333	1
D0051333_combo	D0051333	1
D0018701_id	D0018701	1
D0018701_project	D0018701	1
D0018701_partial	D0018701	1
D0018701_combo	D0018701	1
D0018701_addr	D0018701	1
D0046568_id	D0046568	1
D0046568_project	D0046568	1
D0046568_combo	D0046568	1
D0051870_id	D0051870	1
D0051870_project	D0051870	1
D0051870_partial	D0051870	1
D0051870_combo	D0051870	1
D0050084_id	D0050084	1
D0050084_project	D0050084	1
D0050084_partial	D0050084	1
D0050084_combo	D0050084	1
D0027988_id	D0027988	1
D0027988_project	D0027988	1
D0027988_partial	D0027988	1
D0027988_combo	D0027988	1
D0023322_id	D0023322	1
D0023322_project	D0023322	1
D0023322_partial	D0023322	1
D0023322_combo	D0023322	1
D0023322_addr	D0023322	1
D0019527_id	D0019527	1
D0019527_project	D0019527	1
D0019527_partial	D0019527	1
D0019527_combo	D0019527	1
D0061391_id	D0061391	1
D0061391_project	D0061391	1
D0061391_partial	D0061391	1
D0061391_combo	D0061391	1
D0043025_id	D0043025	1
D0043025_project	D0043025	1
D0043025_partial	D0043025	1
D0043025_combo	D0043025	1
D0046705_id	D0046705	1
D0046705_project	D0046705	1
D0046705_partial	D0046705	1
D0046705_combo	D0046705	1
D0046705_addr	D0046705	1
D0054223_id	D0054223	1
D0054223_project	D0054223	1
D0054223_combo	D0054223	1
D0054223_addr	D0054223	1
D0018988_id	D0018988	1
D0018988_project	D0018988	1
D0018988_partial	D0018988	1
D0018988_combo	D0018988	1
D0032112_id	D0032112	1
D0032112_project	D0032112	1
D0032112_partial	D0032112	1
D0032112_combo	D0032112	1
D0029650_id	D0029650	1
D0029650_project	D0029650	1
D0029650_partial	D0029650	1
D0029650_combo	D0029650	1
D0042534_id	D0042534	1
D0042534_project	D0042534	1
D0042534_partial	D0042534	1
D0042534_combo	D0042534	1
D0042534_addr	D0042534	1
D0057870_id	D0057870	1
D0057870_project	D0057870	1
D0057870_partial	D0057870	1
D0057870_combo	D0057870	1
D0057870_addr	D0057870	1
D0053592_id	D0053592	1
D0053592_project	D0053592	1
D0053592_partial	D0053592	1
D0053592_combo	D0053592	1
D0046861_id	D0046861	1
D0046861_project	D0046861	1
D0046861_combo	D0046861	1
D0018698_id	D0018698	1
D0018698_project	D0018698	1
D0018698_partial	D0018698	1
D0018698_combo	D0018698	1
D0018698_addr	D0018698	1
D0041460_id	D0041460	1
D0041460_project	D0041460	1
D0041460_combo	D0041460	1
D0041460_addr	D0041460	1
D0036161_id	D0036161	1
D0036161_project	D0036161	1
D0036161_combo	D0036161	1
D0036161_addr	D0036161	1
D0027414_id	D0027414	1
D0027414_project	D0027414	1
D0027414_partial	D0027414	1
D0027414_combo	D0027414	1
D0027375_id	D0027375	1
D0027375_project	D0027375	1
D0027375_combo	D0027375	1
D0040726_id	D0040726	1
D0040726_project	D0040726	1
D0040726_partial	D0040726	1
D0040726_combo	D0040726	1
D0054991_id	D0054991	1
D0054991_project	D0054991	1
D0054991_partial	D0054991	1
D0054991_combo	D0054991	1
D0054991_addr	D0054991	1
D0032789_id	D0032789	1
D0032789_project	D0032789	1
D0032789_partial	D0032789	1
D0032789_combo	D0032789	1
D0045519_id	D0045519	1
D0045519_project	D0045519	1
D0045519_partial	D0045519	1
D0045519_combo	D0045519	1
D0046464_id	D0046464	1
D0046464_project	D0046464	1
D0046464_partial	D0046464	1
D0046464_combo	D0046464	1
D0019066_id	D0019066	1
D0019066_project	D0019066	1
D0019066_partial	D0019066	1
D0019066_combo	D0019066	1
D0048602_id	D0048602	1
D0048602_project	D0048602	1
D0048602_partial	D0048602	1
D0048602_combo	D0048602	1
D0048602_addr	D0048602	1
D0024281_id	D0024281	1
D0024281_project	D0024281	1
D0024281_combo	D0024281	1
D0007216_id	D0007216	1
D0007216_project	D0007216	1
D0007216_partial	D0007216	1
D0007216_combo	D0007216	1
D0021133_id	D0021133	1
D0021133_project	D0021133	1
D0021133_partial	D0021133	1
D0021133_combo	D0021133	1
D0004108_id	D0004108	1
D0004108_project	D0004108	1
D0004108_partial	D0004108	1
D0004108_combo	D0004108	1
D0004108_addr	D0004108	1
D0037740_id	D0037740	1
D0037740_project	D0037740	1
D0037740_partial	D0037740	1
D0037740_combo	D0037740	1
D0051378_id	D0051378	1
D0051378_project	D0051378	1
D0051378_partial	D0051378	1
D0051378_combo	D0051378	1
D0051378_addr	D0051378	1
D0046407_id	D0046407	1
D0046407_project	D0046407	1
D0046407_partial	D0046407	1
D0046407_combo	D0046407	1
D0046407_addr	D0046407	1
D0039089_id	D0039089	1
D0039089_project	D0039089	1
D0039089_partial	D0039089	1
D0039089_combo	D0039089	1
D0049439_id	D0049439	1
D0049439_project	D0049439	1
D0049439_partial	D0049439	1
D0049439_combo	D0049439	1
D0049439_addr	D0049439	1
D0057665_id	D0057665	1
D0057665_project	D0057665	1
D0057665_partial	D0057665	1
D0057665_combo	D0057665	1
D0032547_id	D0032547	1
D0032547_project	D0032547	1
D0032547_partial	D0032547	1
D0032547_combo	D0032547	1
D0032547_addr	D0032547	1
D0025674_id	D0025674	1
D0025674_project	D0025674	1
D0025674_partial	D0025674	1
D0025674_combo	D0025674	1
D0025674_addr	D0025674	1
D0042103_id	D0042103	1
D0042103_project	D0042103	1
D0042103_partial	D0042103	1
D0042103_combo	D0042103	1
D0042103_addr	D0042103	1
D0064828_id	D0064828	1
D0064828_project	D0064828	1
D0064828_combo	D0064828	1
D0064828_addr	D0064828	1
D0052114_id	D0052114	1
D0052114_project	D0052114	1
D0052114_partial	D0052114	1
D0052114_combo	D0052114	1
D0041547_id	D0041547	1
D0041547_project	D0041547	1
D0041547_partial	D0041547	1
D0041547_combo	D0041547	1
D0041547_addr	D0041547	1
D0044222_id	D0044222	1
D0044222_project	D0044222	1
D0044222_partial	D0044222	1
D0044222_combo	D0044222	1
D0044222_addr	D0044222	1
D0045802_id	D0045802	1
D0045802_project	D0045802	1
D0045802_partial	D0045802	1
D0045802_combo	D0045802	1
D0041697_id	D0041697	1
D0041697_project	D0041697	1
D0041697_partial	D0041697	1
D0041697_combo	D0041697	1
D0041697_addr	D0041697	1
D0060961_id	D0060961	1
D0060961_project	D0060961	1
D0060961_partial	D0060961	1
D0060961_combo	D0060961	1
D0038910_id	D0038910	1
D0038910_project	D0038910	1
D0038910_combo	D0038910	1
D0002321_id	D0002321	1
D0002321_project	D0002321	1
D0002321_partial	D0002321	1
D0002321_combo	D0002321	1
D0002321_addr	D0002321	1
D0053340_id	D0053340	1
D0053340_project	D0053340	1
D0053340_combo	D0053340	1
D0053340_addr	D0053340	1
D0022872_id	D0022872	1
D0022872_project	D0022872	1
D0022872_combo	D0022872	1
D0022872_addr	D0022872	1
D0041273_id	D0041273	1
D0041273_project	D0041273	1
D0041273_partial	D0041273	1
D0041273_combo	D0041273	1
D0041273_addr	D0041273	1
D0041022_id	D0041022	1
D0041022_project	D0041022	1
D0041022_partial	D0041022	1
D0041022_combo	D0041022	1
D0041022_addr	D0041022	1
D0050335_id	D0050335	1
D0050335_project	D0050335	1
D0050335_partial	D0050335	1
D0050335_combo	D0050335	1
D0050335_addr	D0050335	1
D0047684_id	D0047684	1
D0047684_project	D0047684	1
D0047684_partial	D0047684	1
D0047684_combo	D0047684	1
D0053103_id	D0053103	1
D0053103_project	D0053103	1
D0053103_partial	D0053103	1
D0053103_combo	D0053103	1
D0044595_id	D0044595	1
D0044595_project	D0044595	1
D0044595_combo	D0044595	1
D0034228_id	D0034228	1
D0034228_project	D0034228	1
D0034228_partial	D0034228	1
D0034228_combo	D0034228	1
D0034228_addr	D0034228	1
D0033593_id	D0033593	1
D0033593_project	D0033593	1
D0033593_partial	D0033593	1
D0033593_combo	D0033593	1
D0047555_id	D0047555	1
D0047555_project	D0047555	1
D0047555_partial	D0047555	1
D0047555_combo	D0047555	1
D0047555_addr	D0047555	1
D0039381_id	D0039381	1
D0039381_project	D0039381	1
D0039381_partial	D0039381	1
D0039381_combo	D0039381	1
D0048907_id	D0048907	1
D0048907_project	D0048907	1
D0048907_partial	D0048907	1
D0048907_combo	D0048907	1
D0048742_id	D0048742	1
D0048742_project	D0048742	1
D0048742_partial	D0048742	1
D0048742_combo	D0048742	1
D0045242_id	D0045242	1
D0045242_project	D0045242	1
D0045242_combo	D0045242	1
D0045242_addr	D0045242	1
D0038724_id	D0038724	1
D0038724_project	D0038724	1
D0038724_partial	D0038724	1
D0038724_combo	D0038724	1
D0038724_addr	D0038724	1
D0038139_id	D0038139	1
D0038139_project	D0038139	1
D0038139_partial	D0038139	1
D0038139_combo	D0038139	1
D0038139_addr	D0038139	1
D0046082_id	D0046082	1
D0046082_project	D0046082	1
D0046082_partial	D0046082	1
D0046082_combo	D0046082	1
D0027684_id	D0027684	1
D0027684_project	D0027684	1
D0027684_partial	D0027684	1
D0027684_combo	D0027684	1
D0024972_id	D0024972	1
D0024972_project	D0024972	1
D0024972_partial	D0024972	1
D0024972_combo	D0024972	1
D0024972_addr	D0024972	1
D0020489_id	D0020489	1
D0020489_project	D0020489	1
D0020489_partial	D0020489	1
D0020489_combo	D0020489	1
D0020489_addr	D0020489	1
D0017090_id	D0017090	1
D0017090_project	D0017090	1
D0017090_partial	D0017090	1
D0017090_combo	D0017090	1
D0051330_id	D0051330	1
D0051330_project	D0051330	1
D0051330_partial	D0051330	1
D0051330_combo	D0051330	1
D0051330_addr	D0051330	1
D0047334_id	D0047334	1
D0047334_project	D0047334	1
D0047334_partial	D0047334	1
D0047334_combo	D0047334	1
D0047334_addr	D0047334	1
D0007487_id	D0007487	1
D0007487_project	D0007487	1
D0007487_partial	D0007487	1
D0007487_combo	D0007487	1
D0007487_addr	D0007487	1
D0024716_id	D0024716	1
D0024716_project	D0024716	1
D0024716_combo	D0024716	1
D0050551_id	D0050551	1
D0050551_project	D0050551	1
D0050551_partial	D0050551	1
D0050551_combo	D0050551	1
D0050551_addr	D0050551	1
D0064286_id	D0064286	1
D0064286_project	D0064286	1
D0064286_partial	D0064286	1
D0064286_combo	D0064286	1
D0064286_addr	D0064286	1
D0028488_id	D0028488	1
D0028488_project	D0028488	1
D0028488_partial	D0028488	1
D0028488_combo	D0028488	1
D0028488_addr	D0028488	1
D0062332_id	D0062332	1
D0062332_project	D0062332	1
D0062332_partial	D0062332	1
D0062332_combo	D0062332	1
D0036388_id	D0036388	1
D0036388_project	D0036388	1
D0036388_partial	D0036388	1
D0036388_combo	D0036388	1
D0044789_id	D0044789	1
D0044789_project	D0044789	1
D0044789_partial	D0044789	1
D0044789_combo	D0044789	1
D0042125_id	D0042125	1
D0042125_project	D0042125	1
D0042125_partial	D0042125	1
D0042125_addr	D0042125	1
D0027166_id	D0027166	1
D0027166_project	D0027166	1
D0027166_combo	D0027166	1
D0027166_addr	D0027166	1
D0025812_id	D0025812	1
D0025812_project	D0025812	1
D0025812_partial	D0025812	1
D0025812_combo	D0025812	1
D0006526_id	D0006526	1
D0006526_project	D0006526	1
D0006526_partial	D0006526	1
D0006526_combo	D0006526	1
D0006526_addr	D0006526	1
D0030962_id	D0030962	1
D0030962_project	D0030962	1
D0030962_partial	D0030962	1
D0030962_combo	D0030962	1
D0030962_addr	D0030962	1
D0022939_id	D0022939	1
D0022939_project	D0022939	1
D0022939_partial	D0022939	1
D0022939_combo	D0022939	1
D0022939_addr	D0022939	1
D0025553_id	D0025553	1
D0025553_project	D0025553	1
D0025553_combo	D0025553	1
D0025553_addr	D0025553	1
D0026004_id	D0026004	1
D0026004_project	D0026004	1
D0026004_partial	D0026004	1
D0026004_combo	D0026004	1
D0026004_addr	D0026004	1
D0039046_id	D0039046	1
D0039046_project	D0039046	1
D0039046_combo	D0039046	1
D0045255_id	D0045255	1
D0045255_project	D0045255	1
D0045255_combo	D0045255	1
D0035676_id	D0035676	1
D0035676_project	D0035676	1
D0035676_partial	D0035676	1
D0035676_combo	D0035676	1
D0035754_id	D0035754	1
D0035754_project	D0035754	1
D0035754_partial	D0035754	1
D0035754_combo	D0035754	1
D0035754_addr	D0035754	1
D0063234_id	D0063234	1
D0063234_project	D0063234	1
D0063234_partial	D0063234	1
D0063234_combo	D0063234	1
D0063234_addr	D0063234	1
D0036400_id	D0036400	1
D0036400_project	D0036400	1
D0036400_partial	D0036400	1
D0036400_combo	D0036400	1
D0054809_id	D0054809	1
D0054809_project	D0054809	1
D0054809_partial	D0054809	1
D0054809_combo	D0054809	1
D0054809_addr	D0054809	1
D0048822_id	D0048822	1
D0048822_project	D0048822	1
D0048822_partial	D0048822	1
D0048822_combo	D0048822	1
D0048822_addr	D0048822	1
D0012292_id	D0012292	1
D0012292_project	D0012292	1
D0012292_partial	D0012292	1
D0012292_combo	D0012292	1
D0012292_addr	D0012292	1
D0046355_id	D0046355	1
D0046355_project	D0046355	1
D0046355_combo	D0046355	1
D0046355_addr	D0046355	1
D0044038_id	D0044038	1
D0044038_project	D0044038	1
D0044038_partial	D0044038	1
D0044038_combo	D0044038	1
D0044038_addr	D0044038	1
D0041085_id	D0041085	1
D0041085_project	D0041085	1
D0041085_partial	D0041085	1
D0041085_combo	D0041085	1
D0041085_addr	D0041085	1
D0054348_id	D0054348	1
D0054348_project	D0054348	1
D0054348_partial	D0054348	1
D0054348_combo	D0054348	1
D0054348_addr	D0054348	1
D0055540_id	D0055540	1
D0055540_project	D0055540	1
D0055540_partial	D0055540	1
D0055540_combo	D0055540	1
D0026554_id	D0026554	1
D0026554_project	D0026554	1
D0026554_partial	D0026554	1
D0026554_combo	D0026554	1
D0026554_addr	D0026554	1
D0042635_id	D0042635	1
D0042635_project	D0042635	1
D0042635_partial	D0042635	1
D0042635_combo	D0042635	1
D0038844_id	D0038844	1
D0038844_project	D0038844	1
D0038844_partial	D0038844	1
D0038844_combo	D0038844	1
D0038844_addr	D0038844	1
D0060519_id	D0060519	1
D0060519_project	D0060519	1
D0060519_partial	D0060519	1
D0060519_combo	D0060519	1
D0060519_addr	D0060519	1
